Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,All_SVI
"Essex County, Massachusetts",15,31,0.681818182,0.681818182
"Martin County, North Carolina",15,31,0.681818182,0.681818182
"Callahan County, Texas",15,31,0.681818182,0.681818182
"Benton County, Missouri",15,31,0.681818182,0.681818182
"Addison County, Vermont",15,31,0.681818182,0.681818182
"Spotsylvania County, Virginia",15,31,0.681818182,0.681818182
"Fleming County, Kentucky",15,31,0.681818182,0.681818182
"Plymouth County, Massachusetts",15,31,0.681818182,0.681818182
"Lee County, Georgia",15,31,0.681818182,0.681818182
"Cherokee County, Georgia",15,31,0.681818182,0.681818182
"Harford County, Maryland",15,31,0.681818182,0.681818182
"Wayne County, Missouri",15,31,0.681818182,0.681818182
"Cocke County, Tennessee",15,31,0.681818182,0.681818182
"James City County, Virginia",15,31,0.681818182,0.681818182
"Campbell County, Tennessee",15,31,0.681818182,0.681818182
"Hanover County, Virginia",15,31,0.681818182,0.681818182
"Logan County, Arkansas",15,31,0.681818182,0.681818182
"Arkansas County, Arkansas",15,31,0.681818182,0.681818182
"Crittenden County, Kentucky",15,31,0.681818182,0.681818182
"Essex County, Virginia",15,31,0.681818182,0.681818182
"Hughes County, Oklahoma",15,31,0.681818182,0.681818182
"Cameron County, Pennsylvania",15,31,0.681818182,0.681818182
"Tippah County, Mississippi",15,31,0.681818182,0.681818182
"Morgan County, Ohio",15,31,0.681818182,0.681818182
"Rutland County, Vermont",15,31,0.681818182,0.681818182
"Sumter County, Alabama",15,31,0.681818182,0.681818182
"Gentry County, Missouri",15,31,0.681818182,0.681818182
"Mercer County, West Virginia",15,31,0.681818182,0.681818182
"Greenville County, South Carolina",15,31,0.681818182,0.681818182
"Ellis County, Texas",15,31,0.681818182,0.681818182
"Providence County, Rhode Island",15,31,0.681818182,0.681818182
"Pike County, Mississippi",15,31,0.681818182,0.681818182
"Scotland County, North Carolina",15,31,0.681818182,0.681818182
"Crawford County, Indiana",15,31,0.681818182,0.681818182
"DeKalb County, Illinois",15,31,0.681818182,0.681818182
"Live Oak County, Texas",16,30,0.659090909,0.659090909
"Le Flore County, Oklahoma",16,30,0.659090909,0.659090909
"Carroll County, New Hampshire",16,30,0.659090909,0.659090909
"Cherokee County, Oklahoma",16,30,0.659090909,0.659090909
"Sharp County, Arkansas",16,30,0.659090909,0.659090909
"Pike County, Kentucky",16,30,0.659090909,0.659090909
"Howard County, Arkansas",16,30,0.659090909,0.659090909
"Red River Parish, Louisiana",16,30,0.659090909,0.659090909
"Geauga County, Ohio",16,30,0.659090909,0.659090909
"Mercer County, Missouri",16,30,0.659090909,0.659090909
"Robertson County, Texas",16,30,0.659090909,0.659090909
"King George County, Virginia",16,30,0.659090909,0.659090909
"Washington County, Vermont",16,30,0.659090909,0.659090909
"Roberts County, Texas",16,30,0.659090909,0.659090909
"Jackson County, Illinois",16,30,0.659090909,0.659090909
"Leon County, Florida",16,30,0.659090909,0.659090909
"Russell County, Kentucky",16,30,0.659090909,0.659090909
"Wayne County, West Virginia",16,30,0.659090909,0.659090909
"Donley County, Texas",16,30,0.659090909,0.659090909
"DeKalb County, Indiana",16,30,0.659090909,0.659090909
"Catahoula Parish, Louisiana",16,30,0.659090909,0.659090909
"Boone County, Kentucky",16,30,0.659090909,0.659090909
"Collingsworth County, Texas",16,30,0.659090909,0.659090909
"Refugio County, Texas",16,30,0.659090909,0.659090909
"Columbia County, Georgia",16,30,0.659090909,0.659090909
"McLean County, Illinois",16,30,0.659090909,0.659090909
"Marshall County, Oklahoma",16,30,0.659090909,0.659090909
"Robeson County, North Carolina",16,30,0.659090909,0.659090909
"Henry County, Virginia",16,30,0.659090909,0.659090909
"Lauderdale County, Tennessee",16,30,0.659090909,0.659090909
"Ottawa County, Oklahoma",16,30,0.659090909,0.659090909
"Washington County, Missouri",16,30,0.659090909,0.659090909
"Rutherford County, Tennessee",16,30,0.659090909,0.659090909
"Dukes County, Massachusetts",16,30,0.659090909,0.659090909
"Burlington County, New Jersey",16,30,0.659090909,0.659090909
"Shelby County, Alabama",16,30,0.659090909,0.659090909
"Anson County, North Carolina",16,30,0.659090909,0.659090909
"Atkinson County, Georgia",16,30,0.659090909,0.659090909
"Floyd County, Kentucky",16,30,0.659090909,0.659090909
"Cedar County, Missouri",16,30,0.659090909,0.659090909
"Evangeline Parish, Louisiana",16,30,0.659090909,0.659090909
"Newton County, Mississippi",16,30,0.659090909,0.659090909
"Stone County, Mississippi",16,30,0.659090909,0.659090909
"Alexander County, Illinois",17,29,0.636363636,0.636363636
"Cumberland County, Tennessee",17,29,0.636363636,0.636363636
"Hickman County, Kentucky",17,29,0.636363636,0.636363636
"Hamilton County, Florida",17,29,0.636363636,0.636363636
"Pittsburg County, Oklahoma",17,29,0.636363636,0.636363636
"Adair County, Missouri",17,29,0.636363636,0.636363636
"Schley County, Georgia",17,29,0.636363636,0.636363636
"Hansford County, Texas",17,29,0.636363636,0.636363636
"Red River County, Texas",17,29,0.636363636,0.636363636
"Lee County, South Carolina",17,29,0.636363636,0.636363636
"Virginia Beach city, Virginia",17,29,0.636363636,0.636363636
"Gillespie County, Texas",17,29,0.636363636,0.636363636
"Hardee County, Florida",17,29,0.636363636,0.636363636
"Indian River County, Florida",17,29,0.636363636,0.636363636
"Marion County, Kentucky",17,29,0.636363636,0.636363636
"Strafford County, New Hampshire",17,29,0.636363636,0.636363636
"York County, South Carolina",17,29,0.636363636,0.636363636
"Chesterfield County, Virginia",17,29,0.636363636,0.636363636
"Jefferson Davis County, Mississippi",17,29,0.636363636,0.636363636
"Dare County, North Carolina",17,29,0.636363636,0.636363636
"Hopewell city, Virginia",17,29,0.636363636,0.636363636
"Daviess County, Missouri",17,29,0.636363636,0.636363636
"Braxton County, West Virginia",17,29,0.636363636,0.636363636
"Terrell County, Georgia",17,29,0.636363636,0.636363636
"Queen Anne's County, Maryland",17,29,0.636363636,0.636363636
"Morehouse Parish, Louisiana",17,29,0.636363636,0.636363636
"Clay County, Texas",17,29,0.636363636,0.636363636
"Chester County, South Carolina",17,29,0.636363636,0.636363636
"Orange County, Indiana",17,29,0.636363636,0.636363636
"Schuyler County, New York",17,29,0.636363636,0.636363636
"Orange County, Vermont",17,29,0.636363636,0.636363636
"Bamberg County, South Carolina",17,29,0.636363636,0.636363636
"Kaufman County, Texas",17,29,0.636363636,0.636363636
"Clay County, Georgia",17,29,0.636363636,0.636363636
"Franklin County, Texas",17,29,0.636363636,0.636363636
"Richmond city, Virginia",17,29,0.636363636,0.636363636
"Parmer County, Texas",17,29,0.636363636,0.636363636
"Washington County, North Carolina",17,29,0.636363636,0.636363636
"Halifax County, North Carolina",17,29,0.636363636,0.636363636
"Scott County, Virginia",17,29,0.636363636,0.636363636
"Prince George's County, Maryland",17,29,0.636363636,0.636363636
"Richmond County, New York",17,29,0.636363636,0.636363636
"Pleasants County, West Virginia",17,29,0.636363636,0.636363636
"Martin County, Florida",17,29,0.636363636,0.636363636
"Ouachita County, Arkansas",17,29,0.636363636,0.636363636
"Pecos County, Texas",17,29,0.636363636,0.636363636
"Breckinridge County, Kentucky",18,28,0.613636364,0.613636364
"New Hanover County, North Carolina",18,28,0.613636364,0.613636364
"Norfolk city, Virginia",18,28,0.613636364,0.613636364
"Woodruff County, Arkansas",18,28,0.613636364,0.613636364
"Gloucester County, New Jersey",18,28,0.613636364,0.613636364
"Crenshaw County, Alabama",18,28,0.613636364,0.613636364
"Deaf Smith County, Texas",18,28,0.613636364,0.613636364
"Athens County, Ohio",18,28,0.613636364,0.613636364
"Weakley County, Tennessee",18,28,0.613636364,0.613636364
"Cleveland County, Arkansas",18,28,0.613636364,0.613636364
"Montgomery County, Texas",18,28,0.613636364,0.613636364
"Chattooga County, Georgia",18,28,0.613636364,0.613636364
"Lynchburg city, Virginia",18,28,0.613636364,0.613636364
"Brewster County, Texas",18,28,0.613636364,0.613636364
"Fayette County, Indiana",18,28,0.613636364,0.613636364
"Moore County, Texas",18,28,0.613636364,0.613636364
"Aroostook County, Maine",18,28,0.613636364,0.613636364
"Brunswick County, Virginia",18,28,0.613636364,0.613636364
"Metcalfe County, Kentucky",18,28,0.613636364,0.613636364
"Bath County, Kentucky",18,28,0.613636364,0.613636364
"Barbour County, Alabama",18,28,0.613636364,0.613636364
"Tishomingo County, Mississippi",18,28,0.613636364,0.613636364
"St. Francis County, Arkansas",18,28,0.613636364,0.613636364
"Robertson County, Kentucky",18,28,0.613636364,0.613636364
"Grundy County, Illinois",18,28,0.613636364,0.613636364
"Lawrence County, Mississippi",18,28,0.613636364,0.613636364
"Polk County, Arkansas",18,28,0.613636364,0.613636364
"Hendry County, Florida",18,28,0.613636364,0.613636364
"Orange County, Florida",18,28,0.613636364,0.613636364
"Russell County, Virginia",18,28,0.613636364,0.613636364
"Warrick County, Indiana",18,28,0.613636364,0.613636364
"Lawrence County, Kentucky",18,28,0.613636364,0.613636364
"Mayes County, Oklahoma",18,28,0.613636364,0.613636364
"Comal County, Texas",18,28,0.613636364,0.613636364
"Cotton County, Oklahoma",18,28,0.613636364,0.613636364
"Lafayette County, Mississippi",18,28,0.613636364,0.613636364
"Cape May County, New Jersey",18,28,0.613636364,0.613636364
"Monroe County, Florida",18,28,0.613636364,0.613636364
"Izard County, Arkansas",18,28,0.613636364,0.613636364
"Dallas County, Missouri",18,28,0.613636364,0.613636364
"Barbour County, West Virginia",18,28,0.613636364,0.613636364
"Harmon County, Oklahoma",18,28,0.613636364,0.613636364
"Macon County, Alabama",18,28,0.613636364,0.613636364
"Winston County, Alabama",18,28,0.613636364,0.613636364
"Andrews County, Texas",18,28,0.613636364,0.613636364
"Calhoun County, Georgia",18,28,0.613636364,0.613636364
