Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,PrepEvac_SVI
"Lowndes County, Georgia",70,66,0.485074627,0.485074627
"Henderson County, Illinois",70,66,0.485074627,0.485074627
"Dooly County, Georgia",70,66,0.485074627,0.485074627
"Clarke County, Mississippi",70,66,0.485074627,0.485074627
"Nacogdoches County, Texas",70,66,0.485074627,0.485074627
"Jefferson County, Georgia",70,66,0.485074627,0.485074627
"Moore County, North Carolina",70,66,0.485074627,0.485074627
"Washington County, Illinois",70,66,0.485074627,0.485074627
"Manatee County, Florida",70,66,0.485074627,0.485074627
"Gilchrist County, Florida",70,66,0.485074627,0.485074627
"Paulding County, Ohio",70,66,0.485074627,0.485074627
"Brown County, Illinois",70,66,0.485074627,0.485074627
"Charles City County, Virginia",70,66,0.485074627,0.485074627
"Austin County, Texas",71,65,0.47761194,0.47761194
"Rockbridge County, Virginia",71,65,0.47761194,0.47761194
"Johnson County, Tennessee",71,65,0.47761194,0.47761194
"McIntosh County, Oklahoma",71,65,0.47761194,0.47761194
"Campbell County, Kentucky",71,65,0.47761194,0.47761194
"Wilbarger County, Texas",71,65,0.47761194,0.47761194
"Fleming County, Kentucky",71,65,0.47761194,0.47761194
"Fannin County, Georgia",71,65,0.47761194,0.47761194
"Saline County, Arkansas",71,65,0.47761194,0.47761194
"Sangamon County, Illinois",71,65,0.47761194,0.47761194
"Attala County, Mississippi",71,65,0.47761194,0.47761194
"Douglas County, Georgia",71,65,0.47761194,0.47761194
"Pope County, Illinois",71,65,0.47761194,0.47761194
"King and Queen County, Virginia",71,65,0.47761194,0.47761194
"Union County, Indiana",71,65,0.47761194,0.47761194
"Webster County, Missouri",71,65,0.47761194,0.47761194
"Fannin County, Texas",71,65,0.47761194,0.47761194
"Berrien County, Georgia",71,65,0.47761194,0.47761194
"Escambia County, Alabama",71,65,0.47761194,0.47761194
"Columbia County, Arkansas",71,65,0.47761194,0.47761194
"Galveston County, Texas",71,65,0.47761194,0.47761194
"Upton County, Texas",71,65,0.47761194,0.47761194
"Powell County, Kentucky",72,64,0.470149254,0.470149254
"Richland County, South Carolina",72,64,0.470149254,0.470149254
"West Carroll Parish, Louisiana",72,64,0.470149254,0.470149254
"Fentress County, Tennessee",72,64,0.470149254,0.470149254
"Northampton County, Pennsylvania",72,64,0.470149254,0.470149254
"Marshall County, Mississippi",72,64,0.470149254,0.470149254
"Matagorda County, Texas",72,64,0.470149254,0.470149254
"Nodaway County, Missouri",72,64,0.470149254,0.470149254
"Warren County, Kentucky",72,64,0.470149254,0.470149254
"Clinton County, Illinois",72,64,0.470149254,0.470149254
"Pike County, Pennsylvania",72,64,0.470149254,0.470149254
"Patrick County, Virginia",72,64,0.470149254,0.470149254
"Johnson County, Missouri",72,64,0.470149254,0.470149254
"Marshall County, Oklahoma",72,64,0.470149254,0.470149254
"Franklin County, Georgia",72,64,0.470149254,0.470149254
"Alfalfa County, Oklahoma",72,64,0.470149254,0.470149254
"Madison County, Virginia",72,64,0.470149254,0.470149254
"Floyd County, Virginia",72,64,0.470149254,0.470149254
"Cumberland County, North Carolina",72,64,0.470149254,0.470149254
"Okeechobee County, Florida",72,64,0.470149254,0.470149254
"Gloucester County, Virginia",72,64,0.470149254,0.470149254
"Trousdale County, Tennessee",72,64,0.470149254,0.470149254
"Faulkner County, Arkansas",73,63,0.462686567,0.462686567
"Livingston Parish, Louisiana",73,63,0.462686567,0.462686567
"West Feliciana Parish, Louisiana",73,63,0.462686567,0.462686567
"Ouachita Parish, Louisiana",73,63,0.462686567,0.462686567
"Allen Parish, Louisiana",73,63,0.462686567,0.462686567
"Staunton city, Virginia",73,63,0.462686567,0.462686567
"Jasper County, Texas",73,63,0.462686567,0.462686567
"Camp County, Texas",73,63,0.462686567,0.462686567
"Cumberland County, Tennessee",73,63,0.462686567,0.462686567
"Grant County, West Virginia",73,63,0.462686567,0.462686567
"Morgan County, West Virginia",73,63,0.462686567,0.462686567
"Morgan County, Georgia",73,63,0.462686567,0.462686567
"Grayson County, Virginia",73,63,0.462686567,0.462686567
"Lamoille County, Vermont",73,63,0.462686567,0.462686567
"Putnam County, Illinois",73,63,0.462686567,0.462686567
"Moore County, Tennessee",73,63,0.462686567,0.462686567
"Stone County, Missouri",73,63,0.462686567,0.462686567
"Gibson County, Indiana",73,63,0.462686567,0.462686567
"Grant Parish, Louisiana",73,63,0.462686567,0.462686567
"DeWitt County, Texas",73,63,0.462686567,0.462686567
"Cook County, Georgia",73,63,0.462686567,0.462686567
"Allen County, Kentucky",73,63,0.462686567,0.462686567
"Duplin County, North Carolina",73,63,0.462686567,0.462686567
"Woodruff County, Arkansas",74,62,0.455223881,0.455223881
"Grainger County, Tennessee",74,62,0.455223881,0.455223881
"Seminole County, Georgia",74,62,0.455223881,0.455223881
"Bland County, Virginia",74,62,0.455223881,0.455223881
"Trigg County, Kentucky",74,62,0.455223881,0.455223881
"Carroll County, Illinois",74,62,0.455223881,0.455223881
"Acadia Parish, Louisiana",74,62,0.455223881,0.455223881
"Baldwin County, Georgia",74,62,0.455223881,0.455223881
"Cuyahoga County, Ohio",74,62,0.455223881,0.455223881
"Ashley County, Arkansas",74,62,0.455223881,0.455223881
"Giles County, Virginia",74,62,0.455223881,0.455223881
"Houston County, Tennessee",74,62,0.455223881,0.455223881
"Jersey County, Illinois",74,62,0.455223881,0.455223881
"Sumner County, Tennessee",74,62,0.455223881,0.455223881
"Wells County, Indiana",74,62,0.455223881,0.455223881
"Lynn County, Texas",74,62,0.455223881,0.455223881
"Rutland County, Vermont",74,62,0.455223881,0.455223881
"Andrew County, Missouri",74,62,0.455223881,0.455223881
"Roanoke city, Virginia",74,62,0.455223881,0.455223881
"Potter County, Texas",74,62,0.455223881,0.455223881
"Bexar County, Texas",74,62,0.455223881,0.455223881
"Bates County, Missouri",75,61,0.447761194,0.447761194
"Washington County, Indiana",75,61,0.447761194,0.447761194
"Whitley County, Indiana",75,61,0.447761194,0.447761194
"Nassau County, Florida",75,61,0.447761194,0.447761194
"Leake County, Mississippi",75,61,0.447761194,0.447761194
"Simpson County, Kentucky",75,61,0.447761194,0.447761194
"Larue County, Kentucky",75,61,0.447761194,0.447761194
"Bastrop County, Texas",75,61,0.447761194,0.447761194
"Edgecombe County, North Carolina",75,61,0.447761194,0.447761194
"Hood County, Texas",75,61,0.447761194,0.447761194
"Knox County, Tennessee",75,61,0.447761194,0.447761194
"St. Charles Parish, Louisiana",75,61,0.447761194,0.447761194
"Sharp County, Arkansas",75,61,0.447761194,0.447761194
"Caddo Parish, Louisiana",75,61,0.447761194,0.447761194
"Morgan County, Tennessee",75,61,0.447761194,0.447761194
"Buckingham County, Virginia",75,61,0.447761194,0.447761194
"Erath County, Texas",75,61,0.447761194,0.447761194
"Kenton County, Kentucky",75,61,0.447761194,0.447761194
"St. Mary Parish, Louisiana",75,61,0.447761194,0.447761194
"Jackson County, Arkansas",75,61,0.447761194,0.447761194
"Lee County, Florida",75,61,0.447761194,0.447761194
"Pickens County, Alabama",75,61,0.447761194,0.447761194
"Johnson County, Illinois",75,61,0.447761194,0.447761194
"Love County, Oklahoma",75,61,0.447761194,0.447761194
"East Baton Rouge Parish, Louisiana",76,60,0.440298507,0.440298507
"Lancaster County, Pennsylvania",76,60,0.440298507,0.440298507
"Dent County, Missouri",76,60,0.440298507,0.440298507
"Lincoln County, West Virginia",76,60,0.440298507,0.440298507
"Brevard County, Florida",76,60,0.440298507,0.440298507
"Kingfisher County, Oklahoma",76,60,0.440298507,0.440298507
"McCulloch County, Texas",76,60,0.440298507,0.440298507
"Shelby County, Kentucky",76,60,0.440298507,0.440298507
"Runnels County, Texas",76,60,0.440298507,0.440298507
"Bristol city, Virginia",76,60,0.440298507,0.440298507
"Randolph County, Missouri",76,60,0.440298507,0.440298507
"Cocke County, Tennessee",76,60,0.440298507,0.440298507
"Kennebec County, Maine",76,60,0.440298507,0.440298507
"Sussex County, Delaware",76,60,0.440298507,0.440298507
"Avery County, North Carolina",76,60,0.440298507,0.440298507
"Isle of Wight County, Virginia",76,60,0.440298507,0.440298507
"Henry County, Ohio",76,60,0.440298507,0.440298507
"Camden County, New Jersey",76,60,0.440298507,0.440298507
"Walton County, Florida",76,60,0.440298507,0.440298507
"Greensville County, Virginia",76,60,0.440298507,0.440298507
"Sandusky County, Ohio",77,59,0.432835821,0.432835821
"Bladen County, North Carolina",77,59,0.432835821,0.432835821
"Tazewell County, Illinois",77,59,0.432835821,0.432835821
"Rhea County, Tennessee",77,59,0.432835821,0.432835821
"Moultrie County, Illinois",77,59,0.432835821,0.432835821
"Christian County, Missouri",77,59,0.432835821,0.432835821
"Cannon County, Tennessee",77,59,0.432835821,0.432835821
"Edwards County, Illinois",77,59,0.432835821,0.432835821
"Hillsborough County, Florida",77,59,0.432835821,0.432835821
"Vernon Parish, Louisiana",77,59,0.432835821,0.432835821
"Bennington County, Vermont",77,59,0.432835821,0.432835821
"Worth County, Georgia",77,59,0.432835821,0.432835821
"Putnam County, West Virginia",77,59,0.432835821,0.432835821
"Bedford County, Virginia",77,59,0.432835821,0.432835821
"Chariton County, Missouri",77,59,0.432835821,0.432835821
"Greene County, Virginia",77,59,0.432835821,0.432835821
"Coryell County, Texas",77,59,0.432835821,0.432835821
"Houston County, Texas",77,59,0.432835821,0.432835821
"Richmond County, North Carolina",77,59,0.432835821,0.432835821
"Lamar County, Mississippi",77,59,0.432835821,0.432835821
"Butler County, Alabama",77,59,0.432835821,0.432835821
"Ulster County, New York",77,59,0.432835821,0.432835821
"Perry County, Indiana",77,59,0.432835821,0.432835821
"Grant County, Kentucky",77,59,0.432835821,0.432835821
"Marion County, Ohio",78,58,0.425373134,0.425373134
"Tillman County, Oklahoma",78,58,0.425373134,0.425373134
"Mercer County, Kentucky",78,58,0.425373134,0.425373134
"Freestone County, Texas",78,58,0.425373134,0.425373134
"Howell County, Missouri",78,58,0.425373134,0.425373134
"Johnson County, Kentucky",78,58,0.425373134,0.425373134
"Seneca County, Ohio",78,58,0.425373134,0.425373134
"Washington County, Pennsylvania",78,58,0.425373134,0.425373134
"Colonial Heights city, Virginia",78,58,0.425373134,0.425373134
"Troup County, Georgia",78,58,0.425373134,0.425373134
"Prairie County, Arkansas",78,58,0.425373134,0.425373134
"Darke County, Ohio",78,58,0.425373134,0.425373134
"Greenup County, Kentucky",78,58,0.425373134,0.425373134
"Cecil County, Maryland",78,58,0.425373134,0.425373134
"Craighead County, Arkansas",78,58,0.425373134,0.425373134
"Cole County, Missouri",78,58,0.425373134,0.425373134
"Cass County, Indiana",78,58,0.425373134,0.425373134
"Tuscaloosa County, Alabama",78,58,0.425373134,0.425373134
"Pike County, Ohio",78,58,0.425373134,0.425373134
"Decatur County, Indiana",78,58,0.425373134,0.425373134
"DeKalb County, Tennessee",78,58,0.425373134,0.425373134
"Newton County, Indiana",78,58,0.425373134,0.425373134
"Chester County, South Carolina",78,58,0.425373134,0.425373134
"Jasper County, Indiana",78,58,0.425373134,0.425373134
"Macon County, Tennessee",78,58,0.425373134,0.425373134
"Wayne County, West Virginia",79,57,0.417910448,0.417910448
"Rabun County, Georgia",79,57,0.417910448,0.417910448
"Montgomery County, Georgia",79,57,0.417910448,0.417910448
"Hutchinson County, Texas",79,57,0.417910448,0.417910448
"Jefferson County, Missouri",79,57,0.417910448,0.417910448
"Peoria County, Illinois",79,57,0.417910448,0.417910448
"Fayette County, Tennessee",79,57,0.417910448,0.417910448
"Washington County, Florida",79,57,0.417910448,0.417910448
"Martin County, Indiana",79,57,0.417910448,0.417910448
"Jones County, North Carolina",79,57,0.417910448,0.417910448
"Aroostook County, Maine",79,57,0.417910448,0.417910448
"Hampton city, Virginia",79,57,0.417910448,0.417910448
"Clermont County, Ohio",79,57,0.417910448,0.417910448
"Horry County, South Carolina",79,57,0.417910448,0.417910448
"Pulaski County, Arkansas",79,57,0.417910448,0.417910448
"Richmond County, Georgia",79,57,0.417910448,0.417910448
"Obion County, Tennessee",79,57,0.417910448,0.417910448
"Beaver County, Pennsylvania",79,57,0.417910448,0.417910448
"Henry County, Virginia",79,57,0.417910448,0.417910448
"Arkansas County, Arkansas",79,57,0.417910448,0.417910448
"Coles County, Illinois",79,57,0.417910448,0.417910448
"Cumberland County, Illinois",79,57,0.417910448,0.417910448
"DeKalb County, Alabama",79,57,0.417910448,0.417910448
"Lake County, Florida",79,57,0.417910448,0.417910448
"Lunenburg County, Virginia",79,57,0.417910448,0.417910448
"Garza County, Texas",79,57,0.417910448,0.417910448
"Hampden County, Massachusetts",79,57,0.417910448,0.417910448
"Duval County, Florida",79,57,0.417910448,0.417910448
"Chambers County, Alabama",79,57,0.417910448,0.417910448
"Plaquemines Parish, Louisiana",80,56,0.410447761,0.410447761
"Kanawha County, West Virginia",80,56,0.410447761,0.410447761
"Wilkes County, Georgia",80,56,0.410447761,0.410447761
"Woodford County, Kentucky",80,56,0.410447761,0.410447761
"Fairfield County, South Carolina",80,56,0.410447761,0.410447761
"Crenshaw County, Alabama",80,56,0.410447761,0.410447761
"Mitchell County, North Carolina",80,56,0.410447761,0.410447761
"Spencer County, Indiana",80,56,0.410447761,0.410447761
"Sussex County, Virginia",80,56,0.410447761,0.410447761
"Laclede County, Missouri",80,56,0.410447761,0.410447761
"Amelia County, Virginia",80,56,0.410447761,0.410447761
"Fulton County, Indiana",80,56,0.410447761,0.410447761
"Champaign County, Ohio",80,56,0.410447761,0.410447761
"Wilkinson County, Georgia",80,56,0.410447761,0.410447761
