Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,HealthEvac_SVI
"Carroll County, Maryland",32,81,0.720720721,0.720720721
"Refugio County, Texas",32,81,0.720720721,0.720720721
"Cedar County, Missouri",32,81,0.720720721,0.720720721
"Stone County, Mississippi",32,81,0.720720721,0.720720721
"Pamlico County, North Carolina",32,81,0.720720721,0.720720721
"Tarrant County, Texas",32,81,0.720720721,0.720720721
"Burlington County, New Jersey",32,81,0.720720721,0.720720721
"Howard County, Arkansas",33,80,0.711711712,0.711711712
"Mercer County, Missouri",33,80,0.711711712,0.711711712
"Addison County, Vermont",33,80,0.711711712,0.711711712
"Roberts County, Texas",33,80,0.711711712,0.711711712
"Martin County, North Carolina",33,80,0.711711712,0.711711712
"Benton County, Tennessee",33,80,0.711711712,0.711711712
"Mathews County, Virginia",33,80,0.711711712,0.711711712
"Kings County, New York",33,80,0.711711712,0.711711712
"Warren County, Georgia",33,80,0.711711712,0.711711712
"Donley County, Texas",33,80,0.711711712,0.711711712
"Braxton County, West Virginia",33,80,0.711711712,0.711711712
"Penobscot County, Maine",33,80,0.711711712,0.711711712
"Floyd County, Kentucky",33,80,0.711711712,0.711711712
"Shelby County, Alabama",33,80,0.711711712,0.711711712
"Pecos County, Texas",33,80,0.711711712,0.711711712
"Lamoille County, Vermont",33,80,0.711711712,0.711711712
"Clay County, Georgia",33,80,0.711711712,0.711711712
"Harford County, Maryland",33,80,0.711711712,0.711711712
"Ector County, Texas",34,79,0.702702703,0.702702703
"Morgan County, Missouri",34,79,0.702702703,0.702702703
"Breckinridge County, Kentucky",34,79,0.702702703,0.702702703
"Cleveland County, Arkansas",34,79,0.702702703,0.702702703
"King George County, Virginia",34,79,0.702702703,0.702702703
"Russell County, Kentucky",34,79,0.702702703,0.702702703
"Marion County, Kentucky",34,79,0.702702703,0.702702703
"Chesterfield County, Virginia",34,79,0.702702703,0.702702703
"Alexander County, Illinois",34,79,0.702702703,0.702702703
"Bucks County, Pennsylvania",34,79,0.702702703,0.702702703
"St. Mary's County, Maryland",34,79,0.702702703,0.702702703
"Hopewell city, Virginia",34,79,0.702702703,0.702702703
"Hickman County, Kentucky",34,79,0.702702703,0.702702703
"Lawrence County, Mississippi",34,79,0.702702703,0.702702703
"Washington County, North Carolina",34,79,0.702702703,0.702702703
"Harris County, Texas",34,79,0.702702703,0.702702703
"Ouachita County, Arkansas",34,79,0.702702703,0.702702703
"Robertson County, Kentucky",34,79,0.702702703,0.702702703
"Lauderdale County, Tennessee",34,79,0.702702703,0.702702703
"Orange County, Indiana",34,79,0.702702703,0.702702703
"Chester County, South Carolina",34,79,0.702702703,0.702702703
"Macon County, Georgia",34,79,0.702702703,0.702702703
"Hyde County, North Carolina",34,79,0.702702703,0.702702703
"Pittsburg County, Oklahoma",35,78,0.693693694,0.693693694
"Red River County, Texas",35,78,0.693693694,0.693693694
"Deaf Smith County, Texas",35,78,0.693693694,0.693693694
"Le Flore County, Oklahoma",35,78,0.693693694,0.693693694
"Lee County, South Carolina",35,78,0.693693694,0.693693694
"Jefferson Davis County, Mississippi",35,78,0.693693694,0.693693694
"DeKalb County, Indiana",35,78,0.693693694,0.693693694
"Fayette County, Indiana",35,78,0.693693694,0.693693694
"Spotsylvania County, Virginia",35,78,0.693693694,0.693693694
"Moore County, Texas",35,78,0.693693694,0.693693694
"Towns County, Georgia",35,78,0.693693694,0.693693694
"Effingham County, Georgia",35,78,0.693693694,0.693693694
"Sharp County, Arkansas",35,78,0.693693694,0.693693694
"Hanover County, Virginia",35,78,0.693693694,0.693693694
"Anson County, North Carolina",35,78,0.693693694,0.693693694
"Pike County, Kentucky",35,78,0.693693694,0.693693694
"Terrell County, Georgia",35,78,0.693693694,0.693693694
"McLean County, Illinois",35,78,0.693693694,0.693693694
"James City County, Virginia",35,78,0.693693694,0.693693694
"Washington County, Missouri",35,78,0.693693694,0.693693694
"Henry County, Virginia",35,78,0.693693694,0.693693694
"Newton County, Mississippi",35,78,0.693693694,0.693693694
"Sumter County, Alabama",35,78,0.693693694,0.693693694
"Scott County, Virginia",35,78,0.693693694,0.693693694
"Newton County, Arkansas",35,78,0.693693694,0.693693694
"Richmond County, New York",35,78,0.693693694,0.693693694
"Dukes County, Massachusetts",35,78,0.693693694,0.693693694
"Daviess County, Missouri",36,77,0.684684685,0.684684685
"Live Oak County, Texas",36,77,0.684684685,0.684684685
"Tishomingo County, Mississippi",36,77,0.684684685,0.684684685
"Washington County, Vermont",36,77,0.684684685,0.684684685
"Virginia Beach city, Virginia",36,77,0.684684685,0.684684685
"York County, South Carolina",36,77,0.684684685,0.684684685
"Llano County, Texas",36,77,0.684684685,0.684684685
"Plymouth County, Massachusetts",36,77,0.684684685,0.684684685
"Dare County, North Carolina",36,77,0.684684685,0.684684685
"Chambers County, Texas",36,77,0.684684685,0.684684685
"Benton County, Missouri",36,77,0.684684685,0.684684685
"Turner County, Georgia",36,77,0.684684685,0.684684685
"Prince George's County, Maryland",36,77,0.684684685,0.684684685
"Monroe County, Florida",36,77,0.684684685,0.684684685
"Pleasants County, West Virginia",36,77,0.684684685,0.684684685
"Yell County, Arkansas",36,77,0.684684685,0.684684685
"Barbour County, West Virginia",36,77,0.684684685,0.684684685
"Winston County, Alabama",36,77,0.684684685,0.684684685
"Halifax County, North Carolina",36,77,0.684684685,0.684684685
"Franklin County, Texas",36,77,0.684684685,0.684684685
"Izard County, Arkansas",36,77,0.684684685,0.684684685
"Schuyler County, New York",36,77,0.684684685,0.684684685
"Russell County, Virginia",36,77,0.684684685,0.684684685
"Montgomery County, Tennessee",36,77,0.684684685,0.684684685
"Macon County, Alabama",37,76,0.675675676,0.675675676
"Queen Anne's County, Maryland",37,76,0.675675676,0.675675676
"Adair County, Missouri",37,76,0.675675676,0.675675676
"New Hanover County, North Carolina",37,76,0.675675676,0.675675676
"Clarke County, Virginia",37,76,0.675675676,0.675675676
"Brewster County, Texas",37,76,0.675675676,0.675675676
"Essex County, New Jersey",37,76,0.675675676,0.675675676
"Grand Isle County, Vermont",37,76,0.675675676,0.675675676
"Gillespie County, Texas",37,76,0.675675676,0.675675676
"Hardee County, Florida",37,76,0.675675676,0.675675676
"Montgomery County, Texas",37,76,0.675675676,0.675675676
"Crenshaw County, Alabama",37,76,0.675675676,0.675675676
"Tyler County, Texas",37,76,0.675675676,0.675675676
"Seminole County, Florida",37,76,0.675675676,0.675675676
"Swain County, North Carolina",37,76,0.675675676,0.675675676
"Clay County, Alabama",37,76,0.675675676,0.675675676
"Harmon County, Oklahoma",37,76,0.675675676,0.675675676
"Orange County, Florida",37,76,0.675675676,0.675675676
"Rutherford County, Tennessee",37,76,0.675675676,0.675675676
"Cook County, Illinois",37,76,0.675675676,0.675675676
"Clay County, Texas",37,76,0.675675676,0.675675676
"Cotton County, Oklahoma",37,76,0.675675676,0.675675676
"Platte County, Missouri",37,76,0.675675676,0.675675676
"Rutland County, Vermont",37,76,0.675675676,0.675675676
"Andrews County, Texas",37,76,0.675675676,0.675675676
"DeKalb County, Illinois",37,76,0.675675676,0.675675676
"Claiborne County, Mississippi",38,75,0.666666667,0.666666667
"Metcalfe County, Kentucky",38,75,0.666666667,0.666666667
"Poinsett County, Arkansas",38,75,0.666666667,0.666666667
"Monroe County, Missouri",38,75,0.666666667,0.666666667
"Marion County, Texas",38,75,0.666666667,0.666666667
"Grainger County, Tennessee",38,75,0.666666667,0.666666667
"Woodruff County, Arkansas",38,75,0.666666667,0.666666667
"Cumberland County, Tennessee",38,75,0.666666667,0.666666667
"Bath County, Kentucky",38,75,0.666666667,0.666666667
"St. Francis County, Arkansas",38,75,0.666666667,0.666666667
"Pike County, Mississippi",38,75,0.666666667,0.666666667
"Cochran County, Texas",38,75,0.666666667,0.666666667
"Grundy County, Illinois",38,75,0.666666667,0.666666667
"Mayes County, Oklahoma",38,75,0.666666667,0.666666667
"Lafayette County, Mississippi",38,75,0.666666667,0.666666667
"Polk County, Arkansas",38,75,0.666666667,0.666666667
"Liberty County, Georgia",38,75,0.666666667,0.666666667
"Gloucester County, New Jersey",39,74,0.657657658,0.657657658
"Athens County, Ohio",39,74,0.657657658,0.657657658
"Livingston County, Kentucky",39,74,0.657657658,0.657657658
"Weakley County, Tennessee",39,74,0.657657658,0.657657658
"Pike County, Arkansas",39,74,0.657657658,0.657657658
"Rockcastle County, Kentucky",39,74,0.657657658,0.657657658
"Indian River County, Florida",39,74,0.657657658,0.657657658
"Hempstead County, Arkansas",39,74,0.657657658,0.657657658
"Tyler County, West Virginia",39,74,0.657657658,0.657657658
"Somervell County, Texas",39,74,0.657657658,0.657657658
"Haskell County, Texas",39,74,0.657657658,0.657657658
"Treutlen County, Georgia",39,74,0.657657658,0.657657658
"Bath County, Virginia",39,74,0.657657658,0.657657658
"Union Parish, Louisiana",39,74,0.657657658,0.657657658
"Orange County, Vermont",39,74,0.657657658,0.657657658
"Polk County, North Carolina",39,74,0.657657658,0.657657658
"Parmer County, Texas",39,74,0.657657658,0.657657658
"Craig County, Virginia",39,74,0.657657658,0.657657658
"Warren County, North Carolina",39,74,0.657657658,0.657657658
"Dallas County, Missouri",39,74,0.657657658,0.657657658
"Jefferson County, Georgia",39,74,0.657657658,0.657657658
"Noble County, Oklahoma",39,74,0.657657658,0.657657658
"Carroll County, Tennessee",39,74,0.657657658,0.657657658
"Texas County, Oklahoma",40,73,0.648648649,0.648648649
"Orange County, New York",40,73,0.648648649,0.648648649
"Aroostook County, Maine",40,73,0.648648649,0.648648649
"Walker County, Alabama",40,73,0.648648649,0.648648649
"Wilbarger County, Texas",40,73,0.648648649,0.648648649
"Sunflower County, Mississippi",40,73,0.648648649,0.648648649
"Sullivan County, Missouri",40,73,0.648648649,0.648648649
"Madison County, Mississippi",40,73,0.648648649,0.648648649
"Schley County, Georgia",40,73,0.648648649,0.648648649
"Lee County, Texas",40,73,0.648648649,0.648648649
"Sabine Parish, Louisiana",40,73,0.648648649,0.648648649
"Union County, Kentucky",40,73,0.648648649,0.648648649
"Jefferson County, Indiana",40,73,0.648648649,0.648648649
"Bollinger County, Missouri",40,73,0.648648649,0.648648649
"Cabell County, West Virginia",40,73,0.648648649,0.648648649
"Bristol city, Virginia",40,73,0.648648649,0.648648649
"Wheeler County, Texas",41,72,0.63963964,0.63963964
"Strafford County, New Hampshire",41,72,0.63963964,0.63963964
"Gilmer County, West Virginia",41,72,0.63963964,0.63963964
"Taylor County, Georgia",41,72,0.63963964,0.63963964
"Pawnee County, Oklahoma",41,72,0.63963964,0.63963964
"Washington County, Alabama",41,72,0.63963964,0.63963964
"Smith County, Mississippi",41,72,0.63963964,0.63963964
"Tillman County, Oklahoma",41,72,0.63963964,0.63963964
"Grayson County, Virginia",41,72,0.63963964,0.63963964
"Henry County, Georgia",41,72,0.63963964,0.63963964
"Kleberg County, Texas",41,72,0.63963964,0.63963964
"Karnes County, Texas",41,72,0.63963964,0.63963964
"Bamberg County, South Carolina",41,72,0.63963964,0.63963964
"Iron County, Missouri",41,72,0.63963964,0.63963964
"Dutchess County, New York",41,72,0.63963964,0.63963964
"Unicoi County, Tennessee",41,72,0.63963964,0.63963964
"Ascension Parish, Louisiana",42,71,0.630630631,0.630630631
"Garvin County, Oklahoma",42,71,0.630630631,0.630630631
"Cherokee County, North Carolina",42,71,0.630630631,0.630630631
"Todd County, Kentucky",42,71,0.630630631,0.630630631
"Rains County, Texas",42,71,0.630630631,0.630630631
"Warren County, New Jersey",42,71,0.630630631,0.630630631
"Wise County, Virginia",42,71,0.630630631,0.630630631
"Elk County, Pennsylvania",42,71,0.630630631,0.630630631
"Benton County, Arkansas",42,71,0.630630631,0.630630631
"Evangeline Parish, Louisiana",42,71,0.630630631,0.630630631
"Morehouse Parish, Louisiana",42,71,0.630630631,0.630630631
"Randolph County, Arkansas",42,71,0.630630631,0.630630631
"Comal County, Texas",42,71,0.630630631,0.630630631
"Meriwether County, Georgia",42,71,0.630630631,0.630630631
"Union County, Georgia",42,71,0.630630631,0.630630631
"Worcester County, Massachusetts",42,71,0.630630631,0.630630631
"Northumberland County, Virginia",42,71,0.630630631,0.630630631
"Middlesex County, Virginia",42,71,0.630630631,0.630630631
"Hendry County, Florida",42,71,0.630630631,0.630630631
"Columbia County, Georgia",42,71,0.630630631,0.630630631
"Franklin County, Vermont",42,71,0.630630631,0.630630631
"Waller County, Texas",42,71,0.630630631,0.630630631
"Rhea County, Tennessee",43,70,0.621621622,0.621621622
"Monroe County, New York",43,70,0.621621622,0.621621622
"Hansford County, Texas",43,70,0.621621622,0.621621622
"Delaware County, Pennsylvania",43,70,0.621621622,0.621621622
"Prince George County, Virginia",43,70,0.621621622,0.621621622
"Essex County, Massachusetts",43,70,0.621621622,0.621621622
"Randolph County, Alabama",43,70,0.621621622,0.621621622
"Brunswick County, Virginia",43,70,0.621621622,0.621621622
"Colorado County, Texas",43,70,0.621621622,0.621621622
"Nicholas County, West Virginia",43,70,0.621621622,0.621621622
"Carroll County, Virginia",43,70,0.621621622,0.621621622
"Currituck County, North Carolina",43,70,0.621621622,0.621621622
"Jackson County, Ohio",43,70,0.621621622,0.621621622
"Merrimack County, New Hampshire",43,70,0.621621622,0.621621622
"Eastland County, Texas",43,70,0.621621622,0.621621622
"Barnstable County, Massachusetts",43,70,0.621621622,0.621621622
"Lawrence County, Kentucky",43,70,0.621621622,0.621621622
"Johnson County, Arkansas",43,70,0.621621622,0.621621622
"DeKalb County, Georgia",43,70,0.621621622,0.621621622
"Shackelford County, Texas",43,70,0.621621622,0.621621622
"Chesapeake city, Virginia",43,70,0.621621622,0.621621622
"Coosa County, Alabama",43,70,0.621621622,0.621621622
"Franklin city, Virginia",43,70,0.621621622,0.621621622
"Jackson County, West Virginia",43,70,0.621621622,0.621621622
"Ellis County, Texas",44,69,0.612612613,0.612612613
"Nicholas County, Kentucky",44,69,0.612612613,0.612612613
"Dent County, Missouri",44,69,0.612612613,0.612612613
"Vernon County, Missouri",44,69,0.612612613,0.612612613
"Trinity County, Texas",44,69,0.612612613,0.612612613
"Meigs County, Ohio",44,69,0.612612613,0.612612613
"Passaic County, New Jersey",44,69,0.612612613,0.612612613
"Murray County, Georgia",44,69,0.612612613,0.612612613
"Pulaski County, Georgia",44,69,0.612612613,0.612612613
"Osage County, Missouri",44,69,0.612612613,0.612612613
"Hamilton County, New York",44,69,0.612612613,0.612612613
"Coweta County, Georgia",44,69,0.612612613,0.612612613
"Randall County, Texas",44,69,0.612612613,0.612612613
"Lawrence County, Ohio",44,69,0.612612613,0.612612613
"Parker County, Texas",44,69,0.612612613,0.612612613
"Muskogee County, Oklahoma",44,69,0.612612613,0.612612613
"Covington city, Virginia",44,69,0.612612613,0.612612613
"Benton County, Mississippi",44,69,0.612612613,0.612612613
"Clinton County, Kentucky",44,69,0.612612613,0.612612613
"Martin County, Florida",44,69,0.612612613,0.612612613
"Macon County, North Carolina",45,68,0.603603604,0.603603604
"Marshall County, Mississippi",45,68,0.603603604,0.603603604
"Putnam County, Georgia",45,68,0.603603604,0.603603604
"Lynchburg city, Virginia",45,68,0.603603604,0.603603604
"Floyd County, Texas",45,68,0.603603604,0.603603604
"Lampasas County, Texas",45,68,0.603603604,0.603603604
"Adams County, Indiana",45,68,0.603603604,0.603603604
"Gulf County, Florida",45,68,0.603603604,0.603603604
"Grant County, West Virginia",45,68,0.603603604,0.603603604
"Mason County, West Virginia",45,68,0.603603604,0.603603604
"Greene County, Mississippi",45,68,0.603603604,0.603603604
"Monroe County, Tennessee",45,68,0.603603604,0.603603604
"Boone County, Kentucky",45,68,0.603603604,0.603603604
"Cross County, Arkansas",45,68,0.603603604,0.603603604
"Monroe County, Kentucky",45,68,0.603603604,0.603603604
"Carson County, Texas",45,68,0.603603604,0.603603604
"Calhoun County, Florida",45,68,0.603603604,0.603603604
"Lee County, Alabama",45,68,0.603603604,0.603603604
"Jackson Parish, Louisiana",45,68,0.603603604,0.603603604
"Providence County, Rhode Island",45,68,0.603603604,0.603603604
"Edmonson County, Kentucky",45,68,0.603603604,0.603603604
"Winston County, Mississippi",46,67,0.594594595,0.594594595
"Trigg County, Kentucky",46,67,0.594594595,0.594594595
"Clay County, Missouri",46,67,0.594594595,0.594594595
"Liberty County, Texas",46,67,0.594594595,0.594594595
"Limestone County, Texas",46,67,0.594594595,0.594594595
"Crockett County, Tennessee",46,67,0.594594595,0.594594595
"McNairy County, Tennessee",46,67,0.594594595,0.594594595
"Union County, South Carolina",46,67,0.594594595,0.594594595
"Whitfield County, Georgia",46,67,0.594594595,0.594594595
"Ripley County, Missouri",46,67,0.594594595,0.594594595
"Jackson County, Illinois",46,67,0.594594595,0.594594595
"Davidson County, Tennessee",46,67,0.594594595,0.594594595
"Putnam County, Florida",46,67,0.594594595,0.594594595
"Bracken County, Kentucky",46,67,0.594594595,0.594594595
"Clayton County, Georgia",46,67,0.594594595,0.594594595
"Salem city, Virginia",46,67,0.594594595,0.594594595
"Dawson County, Georgia",46,67,0.594594595,0.594594595
"Kemper County, Mississippi",46,67,0.594594595,0.594594595
"Bandera County, Texas",46,67,0.594594595,0.594594595
"Hale County, Alabama",46,67,0.594594595,0.594594595
"Effingham County, Illinois",46,67,0.594594595,0.594594595
"Paulding County, Ohio",46,67,0.594594595,0.594594595
"Camden County, North Carolina",46,67,0.594594595,0.594594595
"Monroe County, Ohio",46,67,0.594594595,0.594594595
"Kaufman County, Texas",46,67,0.594594595,0.594594595
"Knox County, Texas",46,67,0.594594595,0.594594595
"Beaufort County, South Carolina",46,67,0.594594595,0.594594595
"Pike County, Ohio",46,67,0.594594595,0.594594595
"Atascosa County, Texas",47,66,0.585585586,0.585585586
"Wilcox County, Georgia",47,66,0.585585586,0.585585586
"Clarke County, Alabama",47,66,0.585585586,0.585585586
"Texas County, Missouri",47,66,0.585585586,0.585585586
"Calhoun County, Mississippi",47,66,0.585585586,0.585585586
"El Paso County, Texas",47,66,0.585585586,0.585585586
"Brooke County, West Virginia",47,66,0.585585586,0.585585586
"Mercer County, Ohio",47,66,0.585585586,0.585585586
"Morgan County, West Virginia",47,66,0.585585586,0.585585586
"Marion County, Florida",47,66,0.585585586,0.585585586
"Pike County, Georgia",47,66,0.585585586,0.585585586
"Susquehanna County, Pennsylvania",47,66,0.585585586,0.585585586
"Dixie County, Florida",47,66,0.585585586,0.585585586
"Clarke County, Mississippi",47,66,0.585585586,0.585585586
"Franklin County, Florida",47,66,0.585585586,0.585585586
"Cape May County, New Jersey",47,66,0.585585586,0.585585586
"Aransas County, Texas",47,66,0.585585586,0.585585586
"Stone County, Missouri",47,66,0.585585586,0.585585586
"Gallatin County, Illinois",47,66,0.585585586,0.585585586
"Chambers County, Alabama",47,66,0.585585586,0.585585586
"McDonald County, Missouri",47,66,0.585585586,0.585585586
"Piatt County, Illinois",47,66,0.585585586,0.585585586
"Warrick County, Indiana",47,66,0.585585586,0.585585586
"Clark County, Missouri",47,66,0.585585586,0.585585586
"Roanoke County, Virginia",48,65,0.576576577,0.576576577
"Caldwell County, Missouri",48,65,0.576576577,0.576576577
"Hampton County, South Carolina",48,65,0.576576577,0.576576577
"Osceola County, Florida",48,65,0.576576577,0.576576577
"Decatur County, Tennessee",48,65,0.576576577,0.576576577
"Taylor County, West Virginia",48,65,0.576576577,0.576576577
"Fentress County, Tennessee",48,65,0.576576577,0.576576577
"Orleans Parish, Louisiana",48,65,0.576576577,0.576576577
"Catahoula Parish, Louisiana",48,65,0.576576577,0.576576577
"Rowan County, Kentucky",48,65,0.576576577,0.576576577
"Orangeburg County, South Carolina",48,65,0.576576577,0.576576577
"Richland County, South Carolina",48,65,0.576576577,0.576576577
"Webster Parish, Louisiana",48,65,0.576576577,0.576576577
"Johnson County, Missouri",48,65,0.576576577,0.576576577
"Baltimore city, Maryland",48,65,0.576576577,0.576576577
"Trousdale County, Tennessee",48,65,0.576576577,0.576576577
"Grafton County, New Hampshire",48,65,0.576576577,0.576576577
"Scott County, Kentucky",48,65,0.576576577,0.576576577
"Terry County, Texas",48,65,0.576576577,0.576576577
"Henrico County, Virginia",48,65,0.576576577,0.576576577
"Atkinson County, Georgia",48,65,0.576576577,0.576576577
"Graham County, North Carolina",48,65,0.576576577,0.576576577
"Long County, Georgia",48,65,0.576576577,0.576576577
"Bulloch County, Georgia",48,65,0.576576577,0.576576577
"Uvalde County, Texas",49,64,0.567567568,0.567567568
"Kent County, Rhode Island",49,64,0.567567568,0.567567568
"Houston County, Georgia",49,64,0.567567568,0.567567568
"Buncombe County, North Carolina",49,64,0.567567568,0.567567568
"Murray County, Oklahoma",49,64,0.567567568,0.567567568
"Franklin County, Ohio",49,64,0.567567568,0.567567568
"Windsor County, Vermont",49,64,0.567567568,0.567567568
"Clay County, Mississippi",49,64,0.567567568,0.567567568
"Fluvanna County, Virginia",49,64,0.567567568,0.567567568
"Wilson County, Texas",49,64,0.567567568,0.567567568
"White County, Arkansas",49,64,0.567567568,0.567567568
"Kosciusko County, Indiana",49,64,0.567567568,0.567567568
"Claiborne County, Tennessee",49,64,0.567567568,0.567567568
"Jackson County, North Carolina",49,64,0.567567568,0.567567568
"Wise County, Texas",49,64,0.567567568,0.567567568
"Evans County, Georgia",49,64,0.567567568,0.567567568
"Fayette County, Kentucky",49,64,0.567567568,0.567567568
"Butler County, Pennsylvania",49,64,0.567567568,0.567567568
"Berkeley County, South Carolina",49,64,0.567567568,0.567567568
"Carroll County, Arkansas",49,64,0.567567568,0.567567568
"Scurry County, Texas",49,64,0.567567568,0.567567568
"Phelps County, Missouri",50,63,0.558558559,0.558558559
"Hertford County, North Carolina",50,63,0.558558559,0.558558559
"Ocean County, New Jersey",50,63,0.558558559,0.558558559
"Jay County, Indiana",50,63,0.558558559,0.558558559
"St. Louis city, Missouri",50,63,0.558558559,0.558558559
"Spencer County, Kentucky",50,63,0.558558559,0.558558559
"Barnwell County, South Carolina",50,63,0.558558559,0.558558559
"Lewis County, West Virginia",50,63,0.558558559,0.558558559
"Clay County, North Carolina",50,63,0.558558559,0.558558559
"Leake County, Mississippi",50,63,0.558558559,0.558558559
"Calhoun County, Arkansas",50,63,0.558558559,0.558558559
"Franklin County, Arkansas",50,63,0.558558559,0.558558559
"Pittsylvania County, Virginia",50,63,0.558558559,0.558558559
"Yalobusha County, Mississippi",50,63,0.558558559,0.558558559
"Chariton County, Missouri",50,63,0.558558559,0.558558559
"Candler County, Georgia",50,63,0.558558559,0.558558559
"Monroe County, Alabama",50,63,0.558558559,0.558558559
"Morgan County, Kentucky",50,63,0.558558559,0.558558559
"Scioto County, Ohio",50,63,0.558558559,0.558558559
"Adair County, Kentucky",50,63,0.558558559,0.558558559
"Robeson County, North Carolina",50,63,0.558558559,0.558558559
